Id,x1,y1,x2,y2
111,65,490.3999938964844,175.6500015258789,512.7999935150146
121,252.02500915527344,297.20001220703125,286.71250915527344,323.6000118255615
122,65,490.3999938964844,170.0999984741211,512.7999935150146
123,65,709.4000244140625,93.91250038146973,731.8000240325928
131,268.70001220703125,297.20001220703125,303.38751220703125,323.6000118255615
132,65,490.3999938964844,175.6500015258789,512.7999935150146
133,65,709.4000244140625,93.91250038146973,731.8000240325928
141,65,490.3999938964844,158.9749984741211,512.7999935150146
151,268.70001220703125,320.3999938964844,303.38751220703125,346.79999351501465
152,65,490.3999938964844,175.6500015258789,512.7999935150146
153,65,748.4000244140625,93.91250038146973,770.8000240325928
211,555.9375,292.3999938964844,622.6750030517578,318.79999351501465
221,182.875,297.20001220703125,217.5625,323.6000118255615
222,580.6124877929688,292.3999938964844,647.3499908447266,318.79999351501465
223,65,646.4000244140625,93.91250038146973,668.8000240325928
231,179.53750610351562,297.20001220703125,214.22500610351562,323.6000118255615
232,583.9500122070312,292.3999938964844,650.6875152587891,318.79999351501465
233,106.125,655.4000244140625,135.03750038146973,677.8000240325928
241,271.57501220703125,320.3999938964844,306.26251220703125,346.79999351501465
242,491.9250183105469,292.3999938964844,558.6625213623047,318.79999351501465
251,541.2625122070312,292.3999938964844,608.0000152587891,318.79999351501465
311,215.3249969482422,297.20001220703125,250.0124969482422,323.6000118255615
312,65,490.3999938964844,181.2125015258789,512.7999935150146
313,145.0500030517578,568.4000244140625,173.96250343322754,590.8000240325928
321,65,490.3999938964844,170.0999984741211,512.7999935150146
331,179.28750610351562,320.3999938964844,213.97500610351562,346.79999351501465
332,65,490.3999938964844,170.0999984741211,512.7999935150146
341,65,490.3999938964844,170.0999984741211,512.7999935150146
351,204.0124969482422,320.3999938964844,238.6999969482422,346.79999351501465
352,65,490.3999938964844,170.0999984741211,512.7999935150146
353,65,670.4000244140625,93.91250038146973,692.8000240325928
411,238.02500915527344,320.3999938964844,272.71250915527344,346.79999351501465
412,65,490.3999938964844,170.0999984741211,512.7999935150146
413,65,670.4000244140625,93.91250038146973,692.8000240325928
421,203.5749969482422,320.3999938964844,238.2624969482422,346.79999351501465
422,65,490.3999938964844,175.6500015258789,512.7999935150146
431,180.875,320.3999938964844,215.5625,346.79999351501465
432,65,451.3999938964844,179.7375030517578,473.79999351501465
441,65,490.3999938964844,170.0999984741211,512.7999935150146
451,65,490.3999938964844,170.0999984741211,512.7999935150146
511,65,529.4000244140625,136.1750030517578,551.8000240325928
521,65,607.4000244140625,136.1750030517578,629.8000240325928
531,65,529.4000244140625,136.1750030517578,551.8000240325928
541,65,568.4000244140625,125.04999923706055,590.8000240325928
551,65,568.4000244140625,136.1750030517578,590.8000240325928
611,65,577.4000244140625,136.1750030517578,599.8000240325928
621,65,601.4000244140625,136.1750030517578,623.8000240325928
631,65,529.4000244140625,136.1750030517578,551.8000240325928
641,65,688.4000244140625,136.1750030517578,710.8000240325928
651,65,607.4000244140625,136.1750030517578,629.8000240325928
711,65,664.4000244140625,136.1750030517578,686.8000240325928
721,65,592.4000244140625,136.1750030517578,614.8000240325928
731,65,607.4000244140625,136.1750030517578,629.8000240325928
741,65,646.4000244140625,136.1750030517578,668.8000240325928
751,65,646.4000244140625,136.1750030517578,668.8000240325928
811,65,631.4000244140625,147.2874984741211,653.8000240325928
821,65,592.4000244140625,147.2874984741211,614.8000240325928
831,65,616.4000244140625,147.2874984741211,638.8000240325928
841,65,568.4000244140625,147.2874984741211,590.8000240325928
851,65,616.4000244140625,147.2874984741211,638.8000240325928
911,65,577.4000244140625,152.8625030517578,599.8000240325928
912,65,616.4000244140625,93.91250038146973,638.8000240325928
921,65,490.3999938964844,152.8625030517578,512.7999935150146
922,65,529.4000244140625,93.91250038146973,551.8000240325928
931,65,490.3999938964844,152.8625030517578,512.7999935150146
932,65,529.4000244140625,93.91250038146973,551.8000240325928
941,269.375,320.3999938964844,304.0625,346.79999351501465
942,65,451.3999938964844,93.91250038146973,473.79999351501465
943,65,577.4000244140625,152.8625030517578,599.8000240325928
