20,1,1,39
3,5,1,36
18,3,2,45
28,4,1,39
33,5,0,45
17,5,2,44
23,3,0,35
27,5,2,39
24,3,3,44
4,1,0,38
16,2,0,34
39,2,2,46
12,2,3,38
1,5,1,37
38,5,0,33
32,1,2,46
30,3,1,29
34,1,2,40
25,4,1,30
19,1,1,38
26,2,3,44
15,2,1,26
14,1,3,39
40,3,1,33
2,3,3,38
5,4,0,38
8,3,3,31
11,2,0,41
21,4,2,35
29,1,3,40
22,4,0,30
10,4,0,38
6,4,3,28
35,1,3,34
7,1,2,26
13,1,1,28
9,5,2,27
36,5,0,30
31,5,2,28
37,1,3,28
0,5,0,24
