ID,Set,ProductId,Visited,Highlighting,AOI,TFF,FPG,SPG,RFX,SFX,ODT
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,25,4,1,1,AoI 1,0,0,0,0,0,0
100,25,4,1,1,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
100,20,1,1,2,AoI 2,0,0,0,0,0,0
100,20,1,1,2,AoI 1,0,0,0,0,0,0
