30,4,1,36
17,2,1,35
34,5,3,27
27,4,3,29
3,5,1,28
38,5,0,39
8,1,3,46
40,5,2,35
25,4,0,18
21,4,0,46
11,2,0,32
37,5,0,21
23,3,3,33
10,4,1,28
7,3,0,27
15,2,0,29
29,1,3,35
12,5,0,20
24,3,0,43
14,5,2,30
9,4,3,13
16,2,1,41
22,4,1,32
6,4,1,28
32,1,3,27
31,4,2,27
2,4,0,15
13,1,2,41
39,2,3,43
36,4,1,24
35,2,2,14
26,4,2,17
33,5,3,16
18,3,1,33
28,4,2,34
1,4,2,10
19,1,2,33
4,1,2,20
20,1,1,46
5,4,3,30
0,5,0,38
