ID,Set,ProductId,Visited,Highlighting,AOI,TFF,FPG,SPG,RFX,SFX,ODT
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,31,4,1,2,AoI 1,0,0,0,0,0,0
1,31,4,1,2,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,21,4,1,3,AoI 1,0,0,0,0,0,0
1,21,4,1,3,AoI 2,0,0,0,0,0,0
1,21,4,1,3,AoI 3,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 2,0,0,0,0,0,0
1,7,2,1,3,AoI 3,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
1,7,2,1,3,AoI 1,0,0,0,0,0,0
