ProductId,Visited,LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
0,0,nan,nan,0,nan,nan,0,2080127679
0,0,nan,nan,0,nan,nan,0,2080136012
0,0,nan,nan,0,nan,nan,0,2080144346
0,0,nan,nan,0,nan,nan,0,2080152679
0,0,nan,nan,0,nan,nan,0,2080161012
0,0,nan,nan,0,nan,nan,0,2080169346
0,0,nan,nan,0,nan,nan,0,2080177678
0,0,nan,nan,0,nan,nan,0,2080186012
0,0,nan,nan,0,nan,nan,0,2080194345
0,0,nan,nan,0,nan,nan,0,2080202747
0,0,0.49804508686065674,0.4768470227718353,1,0.508459210395813,0.4492253363132477,1,2080211149
0,0,0.5036588907241821,0.46538811922073364,1,0.5060098171234131,0.43913474678993225,1,2080219483
0,0,0.5013761520385742,0.44764235615730286,1,0.5092688202857971,0.44731852412223816,1,2080227816
0,0,0.5160313844680786,0.44741103053092957,1,0.5106040239334106,0.437142014503479,1,2080236149
0,0,0.5064517259597778,0.4359915852546692,1,0.5124242901802063,0.42915913462638855,1,2080244482
0,0,nan,nan,0,nan,nan,0,2080252815
0,0,nan,nan,0,nan,nan,0,2080261153
0,0,nan,nan,0,nan,nan,0,2080269486
0,0,0.5093424320220947,0.4612753987312317,1,0.5064876079559326,0.41653913259506226,1,2080277820
0,0,0.5119871497154236,0.4602620005607605,1,0.5025237798690796,0.43433475494384766,1,2080286153
0,0,0.5050082206726074,0.46416807174682617,1,0.514392614364624,0.4109761416912079,1,2080294486
0,0,0.5045860409736633,0.4274146258831024,1,0.508980393409729,0.4376040995121002,1,2080302820
0,0,0.5139349102973938,0.4345738887786865,1,0.5065810084342957,0.4291421175003052,1,2080311153
0,0,0.5167831778526306,0.45152032375335693,1,0.5143544673919678,0.40338754653930664,1,2080319487
0,0,0.5099077224731445,0.45792660117149353,1,0.507844865322113,0.4302658140659332,1,2080327820
0,0,0.5082828402519226,0.4495340883731842,1,0.5202701091766357,0.4246850609779358,1,2080336153
0,0,0.5133808255195618,0.44181862473487854,1,0.5085240602493286,0.4265238344669342,1,2080344486
0,0,0.5116297006607056,0.4438440501689911,1,0.5108041167259216,0.43444013595581055,1,2080352819
0,0,0.5027174353599548,0.47243157029151917,1,0.5100165605545044,0.4243152439594269,1,2080361153
0,0,0.5102219581604004,0.44006770849227905,1,0.5136117935180664,0.4145388901233673,1,2080369486
0,0,0.5071249604225159,0.4471566379070282,1,0.5076196789741516,0.43889403343200684,1,2080377820
0,0,0.5074094533920288,0.4646775424480438,1,0.5076937079429626,0.4187544882297516,1,2080386153
0,0,0.5004987716674805,0.45216917991638184,1,0.4992695450782776,0.41769126057624817,1,2080394490
0,0,0.5087522268295288,0.4329945743083954,1,0.5093236565589905,0.41577962040901184,1,2080402823
0,0,0.5072711706161499,0.4370041787624359,1,0.5138082504272461,0.40797504782676697,1,2080411156
0,0,0.5070843696594238,0.42613303661346436,1,0.5088438391685486,0.4188714027404785,1,2080419490
0,0,0.5121706128120422,0.45227891206741333,1,0.5064709186553955,0.42262372374534607,1,2080427822
0,0,0.49929171800613403,0.43304243683815,1,0.5134230256080627,0.4172437787055969,1,2080436156
0,0,0.5094102025032043,0.45175933837890625,1,0.503345251083374,0.4332212805747986,1,2080444489
0,0,0.49929866194725037,0.4788595139980316,1,0.5200645923614502,0.401341050863266,1,2080452822
0,0,0.5057618021965027,0.4578322172164917,1,0.5098925828933716,0.4066869914531708,1,2080461156
