ProductId,Visited,LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
0,0,nan,nan,0,nan,nan,0,523244971
0,0,nan,nan,0,nan,nan,0,523253304
0,0,nan,nan,0,nan,nan,0,523261638
0,0,nan,nan,0,nan,nan,0,523269971
0,0,nan,nan,0,nan,nan,0,523278304
0,0,nan,nan,0,nan,nan,0,523286638
0,0,nan,nan,0,nan,nan,0,523294970
0,0,nan,nan,0,nan,nan,0,523303304
0,0,nan,nan,0,nan,nan,0,523311683
0,0,nan,nan,0,nan,nan,0,523320062
0,0,nan,nan,0,nan,nan,0,523328441
0,0,nan,nan,0,nan,nan,0,523336775
0,0,nan,nan,0,nan,nan,0,523345108
0,0,nan,nan,0,0.4864605665206909,0.5354272127151489,1,523353443
0,0,nan,nan,0,nan,nan,0,523361776
0,0,nan,nan,0,nan,nan,0,523370109
0,0,nan,nan,0,nan,nan,0,523378443
0,0,nan,nan,0,nan,nan,0,523386775
0,0,nan,nan,0,nan,nan,0,523395108
0,0,nan,nan,0,nan,nan,0,523403442
0,0,nan,nan,0,nan,nan,0,523411776
0,0,nan,nan,0,nan,nan,0,523420110
0,0,nan,nan,0,nan,nan,0,523428443
0,0,nan,nan,0,nan,nan,0,523436777
0,0,nan,nan,0,nan,nan,0,523445110
0,0,0.5160190463066101,0.5417600274085999,1,0.4752635657787323,0.5464375615119934,1,523453443
0,0,0.5181912183761597,0.4820418953895569,1,0.476976603269577,0.3574986755847931,1,523461776
0,0,0.5083722472190857,0.5153955221176147,1,nan,nan,0,523470110
0,0,nan,nan,0,nan,nan,0,523478442
0,0,nan,nan,0,nan,nan,0,523486779
0,0,nan,nan,0,0.4732905328273773,0.36679041385650635,1,523495112
0,0,0.5096540451049805,0.46201786398887634,1,nan,nan,0,523503446
0,0,nan,nan,0,nan,nan,0,523511780
0,0,0.5113080143928528,0.4917570948600769,1,nan,nan,0,523520112
0,0,0.5123796463012695,0.5205101370811462,1,nan,nan,0,523528445
0,0,nan,nan,0,nan,nan,0,523536778
0,0,nan,nan,0,nan,nan,0,523545112
0,0,0.5031565427780151,0.43717992305755615,1,nan,nan,0,523553445
0,0,0.5128324031829834,0.48963451385498047,1,nan,nan,0,523561778
0,0,nan,nan,0,0.4774662256240845,0.5158166885375977,1,523570113
0,0,0.5145775675773621,0.496114045381546,1,0.473076730966568,0.5226315855979919,1,523578446
0,0,0.5247092247009277,0.5137929916381836,1,nan,nan,0,523586779
0,0,nan,nan,0,nan,nan,0,523595111
0,0,0.5150888562202454,0.4796416461467743,1,0.47857579588890076,0.4583004415035248,1,523603445
0,0,0.5107622146606445,0.41837748885154724,1,nan,nan,0,523611780
0,0,0.5189855098724365,0.4997057616710663,1,0.4795406460762024,0.47905686497688293,1,523620118
0,0,0.5082873106002808,0.49771881103515625,1,0.474443256855011,0.5188074111938477,1,523628451
0,0,0.5129013657569885,0.5196709632873535,1,nan,nan,0,523636785
0,0,0.5198764801025391,0.46591976284980774,1,nan,nan,0,523645117
0,0,0.5099521279335022,0.5002458691596985,1,nan,nan,0,523653451
0,0,0.5162795186042786,0.4696542024612427,1,nan,nan,0,523661784
0,0,nan,nan,0,nan,nan,0,523670116
0,0,0.5083007216453552,0.49154481291770935,1,0.477596253156662,0.3572171926498413,1,523678450
0,0,0.5147143006324768,0.5000212788581848,1,nan,nan,0,523686784
0,0,nan,nan,0,0.4710209369659424,0.5154178142547607,1,523695117
0,0,nan,nan,0,nan,nan,0,523703451
0,0,nan,nan,0,nan,nan,0,523711784
0,0,nan,nan,0,nan,nan,0,523720117
0,0,0.5175163745880127,0.43830057978630066,1,0.4768151044845581,0.505907416343689,1,523728451
0,0,nan,nan,0,nan,nan,0,523736784
0,0,nan,nan,0,nan,nan,0,523745117
0,0,nan,nan,0,0.47384753823280334,0.47552889585494995,1,523753453
0,0,nan,nan,0,0.47803184390068054,0.44184792041778564,1,523761786
0,0,nan,nan,0,nan,nan,0,523770120
0,0,nan,nan,0,0.4740513265132904,0.4739581346511841,1,523778453
0,0,nan,nan,0,nan,nan,0,523786786
0,0,nan,nan,0,0.4684024751186371,0.5189600586891174,1,523795119
0,0,0.5071602463722229,0.38641229271888733,1,nan,nan,0,523803453
0,0,nan,nan,0,0.4722289741039276,0.3477368950843811,1,523811786
0,0,nan,nan,0,0.47259560227394104,0.4729881286621094,1,523820120
0,0,nan,nan,0,0.4745693504810333,0.4609430730342865,1,523828453
0,0,0.5133036375045776,0.40227028727531433,1,0.47147902846336365,0.4494733214378357,1,523836786
0,0,nan,nan,0,nan,nan,0,523845119
0,0,nan,nan,0,nan,nan,0,523853453
0,0,nan,nan,0,nan,nan,0,523861786
0,0,nan,nan,0,0.48030567169189453,0.3974267542362213,1,523870120
0,0,0.5120528340339661,0.43311166763305664,1,0.4702988564968109,0.3595059812068939,1,523878453
0,0,nan,nan,0,nan,nan,0,523886790
0,0,nan,nan,0,0.471236914396286,0.5016044974327087,1,523895124
0,0,nan,nan,0,nan,nan,0,523903457
0,0,nan,nan,0,nan,nan,0,523911790
0,0,nan,nan,0,0.4711662232875824,0.35311833024024963,1,523920123
0,0,0.5299964547157288,0.49957072734832764,1,0.47555118799209595,0.3914637267589569,1,523928457
0,0,0.5195712447166443,0.5026515126228333,1,0.4842701852321625,0.48894813656806946,1,523936790
0,0,nan,nan,0,nan,nan,0,523945123
0,0,nan,nan,0,nan,nan,0,523953457
0,0,0.5286732316017151,0.48566052317619324,1,0.46455973386764526,0.5511580109596252,1,523961790
0,0,nan,nan,0,nan,nan,0,523970123
0,0,0.5286568999290466,0.48163700103759766,1,0.4732390344142914,0.483929842710495,1,523978457
0,0,nan,nan,0,0.4744083881378174,0.4802781343460083,1,523986790
0,0,nan,nan,0,0.47368210554122925,0.4918193221092224,1,523995124
0,0,nan,nan,0,nan,nan,0,524003457
0,0,nan,nan,0,nan,nan,0,524011790
0,0,nan,nan,0,nan,nan,0,524020123
0,0,0.5234715342521667,0.4623500108718872,1,nan,nan,0,524028457
0,0,nan,nan,0,0.47878703474998474,0.3862702548503876,1,524036790
0,0,nan,nan,0,nan,nan,0,524045124
0,0,nan,nan,0,0.4737856090068817,0.3666858971118927,1,524053456
0,0,nan,nan,0,nan,nan,0,524061790
0,0,nan,nan,0,0.47515028715133667,0.3647060990333557,1,524070124
0,0,0.5156159400939941,0.4400867521762848,1,nan,nan,0,524078457
0,0,0.5266698002815247,0.46140140295028687,1,nan,nan,0,524086790
0,0,nan,nan,0,nan,nan,0,524095123
0,0,0.5134501457214355,0.4871099293231964,1,0.4708561897277832,0.3823137879371643,1,524103456
0,0,nan,nan,0,nan,nan,0,524111790
0,0,nan,nan,0,nan,nan,0,524120124
0,0,nan,nan,0,nan,nan,0,524128457
0,0,nan,nan,0,0.46597984433174133,0.5023218393325806,1,524136790
0,0,nan,nan,0,nan,nan,0,524145128
0,0,0.5233224630355835,0.4919792413711548,1,nan,nan,0,524153461
0,0,nan,nan,0,nan,nan,0,524161795
0,0,nan,nan,0,nan,nan,0,524170129
0,0,nan,nan,0,nan,nan,0,524178462
0,0,nan,nan,0,nan,nan,0,524186795
