14,1,2,41
22,4,2,39
25,4,3,40
38,5,1,49
31,4,3,43
13,3,0,20
1,5,3,51
23,3,3,39
37,1,0,47
4,1,3,46
28,4,1,41
8,5,0,23
40,3,3,48
27,5,0,39
2,3,0,24
20,1,2,45
18,3,2,50
32,1,0,41
26,2,2,42
29,1,3,42
3,5,1,26
16,2,2,27
30,3,1,32
7,4,1,27
10,4,1,32
34,1,3,43
9,5,3,45
12,1,1,42
5,4,1,32
33,5,2,47
39,2,0,53
21,4,2,44
35,1,0,44
36,4,3,26
24,3,1,34
11,4,2,48
6,4,0,25
17,2,1,37
15,4,2,30
19,4,0,20
0,4,0,17
