LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
nan,nan,0,nan,nan,0,821051085
nan,nan,0,nan,nan,0,821059418
nan,nan,0,nan,nan,0,821059418
nan,nan,0,nan,nan,0,821067751
nan,nan,0,nan,nan,0,821067751
nan,nan,0,nan,nan,0,821076084
nan,nan,0,nan,nan,0,821076084
nan,nan,0,nan,nan,0,821084418
nan,nan,0,nan,nan,0,821084418
nan,nan,0,nan,nan,0,821092751
nan,nan,0,nan,nan,0,821092751
nan,nan,0,nan,nan,0,821101085
nan,nan,0,nan,nan,0,821101085
nan,nan,0,nan,nan,0,821109418
nan,nan,0,nan,nan,0,821109418
nan,nan,0,nan,nan,0,821117751
nan,nan,0,nan,nan,0,821117751
nan,nan,0,nan,nan,0,821126084
nan,nan,0,nan,nan,0,821126084
nan,nan,0,nan,nan,0,821134418
nan,nan,0,nan,nan,0,821134418
nan,nan,0,nan,nan,0,821142752
nan,nan,0,nan,nan,0,821142752
nan,nan,0,nan,nan,0,821151087
nan,nan,0,nan,nan,0,821151087
nan,nan,0,nan,nan,0,821159420
nan,nan,0,nan,nan,0,821159420
nan,nan,0,nan,nan,0,821167753
nan,nan,0,nan,nan,0,821167753
nan,nan,0,nan,nan,0,821176086
nan,nan,0,nan,nan,0,821176086
nan,nan,0,nan,nan,0,821184420
nan,nan,0,nan,nan,0,821184420
nan,nan,0,nan,nan,0,821192753
nan,nan,0,nan,nan,0,821192753
nan,nan,0,nan,nan,0,821201087
nan,nan,0,nan,nan,0,821201087
nan,nan,0,nan,nan,0,821209420
nan,nan,0,nan,nan,0,821209420
nan,nan,0,nan,nan,0,821217753
nan,nan,0,nan,nan,0,821217753
nan,nan,0,nan,nan,0,821226086
nan,nan,0,nan,nan,0,821226086
nan,nan,0,nan,nan,0,821234420
nan,nan,0,nan,nan,0,821234420
nan,nan,0,nan,nan,0,821242753
nan,nan,0,nan,nan,0,821242753
nan,nan,0,nan,nan,0,821251087
nan,nan,0,nan,nan,0,821251087
nan,nan,0,nan,nan,0,821259420
nan,nan,0,nan,nan,0,821259420
nan,nan,0,nan,nan,0,821267753
nan,nan,0,nan,nan,0,821267753
nan,nan,0,nan,nan,0,821276088
nan,nan,0,nan,nan,0,821276088
nan,nan,0,nan,nan,0,821284423
nan,nan,0,nan,nan,0,821284423
nan,nan,0,nan,nan,0,821292756
nan,nan,0,nan,nan,0,821292756
nan,nan,0,nan,nan,0,821301089
nan,nan,0,nan,nan,0,821301089
nan,nan,0,nan,nan,0,821309422
nan,nan,0,nan,nan,0,821309422
nan,nan,0,nan,nan,0,821317756
nan,nan,0,nan,nan,0,821317756
nan,nan,0,nan,nan,0,821326089
nan,nan,0,nan,nan,0,821326089
nan,nan,0,nan,nan,0,821334423
nan,nan,0,nan,nan,0,821334423
nan,nan,0,nan,nan,0,821342756
nan,nan,0,nan,nan,0,821342756
nan,nan,0,nan,nan,0,821351089
nan,nan,0,nan,nan,0,821351089
nan,nan,0,nan,nan,0,821359422
