LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
nan,nan,0,nan,nan,0,814592614
nan,nan,0,nan,nan,0,814600950
nan,nan,0,nan,nan,0,814609283
nan,nan,0,nan,nan,0,814617616
nan,nan,0,nan,nan,0,814625949
nan,nan,0,nan,nan,0,814634283
nan,nan,0,nan,nan,0,814642616
nan,nan,0,nan,nan,0,814650950
nan,nan,0,nan,nan,0,814659283
nan,nan,0,nan,nan,0,814667616
nan,nan,0,nan,nan,0,814675949
nan,nan,0,nan,nan,0,814684283
nan,nan,0,nan,nan,0,814692616
nan,nan,0,nan,nan,0,814700950
nan,nan,0,nan,nan,0,814709283
nan,nan,0,nan,nan,0,814717616
nan,nan,0,nan,nan,0,814725950
nan,nan,0,nan,nan,0,814734285
nan,nan,0,nan,nan,0,814742618
nan,nan,0,nan,nan,0,814750952
nan,nan,0,nan,nan,0,814759285
nan,nan,0,nan,nan,0,814767618
nan,nan,0,nan,nan,0,814775951
nan,nan,0,nan,nan,0,814784285
nan,nan,0,nan,nan,0,814792618
nan,nan,0,nan,nan,0,814800952
nan,nan,0,nan,nan,0,814809285
nan,nan,0,nan,nan,0,814817618
nan,nan,0,nan,nan,0,814825951
nan,nan,0,nan,nan,0,814834285
nan,nan,0,nan,nan,0,814842618
nan,nan,0,nan,nan,0,814850952
nan,nan,0,nan,nan,0,814859286
nan,nan,0,nan,nan,0,814867621
nan,nan,0,nan,nan,0,814875954
nan,nan,0,nan,nan,0,814884288
nan,nan,0,nan,nan,0,814892621
nan,nan,0,nan,nan,0,814900954
nan,nan,0,nan,nan,0,814909287
nan,nan,0,nan,nan,0,814917621
nan,nan,0,nan,nan,0,814925954
nan,nan,0,nan,nan,0,814934288
nan,nan,0,nan,nan,0,814942621
nan,nan,0,nan,nan,0,814950954
nan,nan,0,nan,nan,0,814959287
nan,nan,0,nan,nan,0,814967621
nan,nan,0,nan,nan,0,814975954
nan,nan,0,nan,nan,0,814984288
nan,nan,0,nan,nan,0,814992622
nan,nan,0,nan,nan,0,815000957
nan,nan,0,nan,nan,0,815009290
nan,nan,0,nan,nan,0,815017624
nan,nan,0,nan,nan,0,815025957
nan,nan,0,nan,nan,0,815034291
nan,nan,0,nan,nan,0,815042624
nan,nan,0,nan,nan,0,815050957
nan,nan,0,nan,nan,0,815059290
nan,nan,0,nan,nan,0,815067624
nan,nan,0,nan,nan,0,815075957
nan,nan,0,nan,nan,0,815084291
nan,nan,0,nan,nan,0,815092624
nan,nan,0,nan,nan,0,815100957
nan,nan,0,nan,nan,0,815109290
nan,nan,0,nan,nan,0,815117624
nan,nan,0,nan,nan,0,815125959
nan,nan,0,nan,nan,0,815134294
nan,nan,0,nan,nan,0,815142627
nan,nan,0,nan,nan,0,815150960
nan,nan,0,nan,nan,0,815159293
nan,nan,0,nan,nan,0,815167627
nan,nan,0,nan,nan,0,815175960
nan,nan,0,nan,nan,0,815184294
nan,nan,0,nan,nan,0,815192627
nan,nan,0,nan,nan,0,815200960
nan,nan,0,nan,nan,0,815209293
nan,nan,0,nan,nan,0,815217627
nan,nan,0,nan,nan,0,815225960
nan,nan,0,nan,nan,0,815234294
nan,nan,0,nan,nan,0,815242627
nan,nan,0,nan,nan,0,815250960
nan,nan,0,nan,nan,0,815259295
nan,nan,0,nan,nan,0,815267630
nan,nan,0,nan,nan,0,815275963
nan,nan,0,nan,nan,0,815284297
nan,nan,0,nan,nan,0,815292630
nan,nan,0,nan,nan,0,815300963
nan,nan,0,nan,nan,0,815309296
nan,nan,0,nan,nan,0,815317630
nan,nan,0,nan,nan,0,815325963
nan,nan,0,nan,nan,0,815334297
nan,nan,0,nan,nan,0,815342630
nan,nan,0,nan,nan,0,815350963
nan,nan,0,nan,nan,0,815359296
nan,nan,0,nan,nan,0,815367630
nan,nan,0,nan,nan,0,815375964
nan,nan,0,nan,nan,0,815384299
nan,nan,0,nan,nan,0,815392632
nan,nan,0,nan,nan,0,815400965
nan,nan,0,nan,nan,0,815409298
nan,nan,0,nan,nan,0,815417632
nan,nan,0,nan,nan,0,815425965
nan,nan,0,nan,nan,0,815434298
nan,nan,0,nan,nan,0,815442631
nan,nan,0,nan,nan,0,815450965
nan,nan,0,nan,nan,0,815459298
nan,nan,0,nan,nan,0,815467632
nan,nan,0,nan,nan,0,815475965
nan,nan,0,nan,nan,0,815484298
nan,nan,0,nan,nan,0,815492631
nan,nan,0,nan,nan,0,815500965
nan,nan,0,nan,nan,0,815509298
nan,nan,0,nan,nan,0,815517632
nan,nan,0,nan,nan,0,815525965
nan,nan,0,nan,nan,0,815534298
nan,nan,0,nan,nan,0,815542631
nan,nan,0,nan,nan,0,815550965
nan,nan,0,nan,nan,0,815559298
nan,nan,0,nan,nan,0,815567632
nan,nan,0,nan,nan,0,815575965
nan,nan,0,nan,nan,0,815584298
nan,nan,0,nan,nan,0,815592631
nan,nan,0,nan,nan,0,815600965
nan,nan,0,nan,nan,0,815609298
nan,nan,0,nan,nan,0,815617632
nan,nan,0,nan,nan,0,815625965
nan,nan,0,nan,nan,0,815634298
nan,nan,0,nan,nan,0,815642634
nan,nan,0,nan,nan,0,815650971
nan,nan,0,nan,nan,0,815659304
nan,nan,0,nan,nan,0,815667638
nan,nan,0,nan,nan,0,815675971
nan,nan,0,nan,nan,0,815684304
nan,nan,0,nan,nan,0,815692637
nan,nan,0,nan,nan,0,815700971
nan,nan,0,nan,nan,0,815709304
nan,nan,0,nan,nan,0,815717638
nan,nan,0,nan,nan,0,815725971
nan,nan,0,nan,nan,0,815734304
nan,nan,0,nan,nan,0,815742637
nan,nan,0,nan,nan,0,815750971
nan,nan,0,nan,nan,0,815759304
nan,nan,0,nan,nan,0,815767638
nan,nan,0,nan,nan,0,815775972
nan,nan,0,nan,nan,0,815784307
nan,nan,0,nan,nan,0,815792640
nan,nan,0,nan,nan,0,815800974
nan,nan,0,nan,nan,0,815809307
nan,nan,0,nan,nan,0,815817641
nan,nan,0,nan,nan,0,815825974
nan,nan,0,nan,nan,0,815834307
nan,nan,0,nan,nan,0,815842640
nan,nan,0,nan,nan,0,815850974
nan,nan,0,nan,nan,0,815859307
nan,nan,0,nan,nan,0,815867641
nan,nan,0,nan,nan,0,815875974
nan,nan,0,nan,nan,0,815884307
nan,nan,0,nan,nan,0,815892640
nan,nan,0,nan,nan,0,815900974
nan,nan,0,nan,nan,0,815909309
nan,nan,0,nan,nan,0,815917644
nan,nan,0,nan,nan,0,815925977
nan,nan,0,nan,nan,0,815934310
nan,nan,0,nan,nan,0,815942643
nan,nan,0,nan,nan,0,815950977
nan,nan,0,nan,nan,0,815959310
nan,nan,0,nan,nan,0,815967643
nan,nan,0,nan,nan,0,815975976
nan,nan,0,nan,nan,0,815984310
nan,nan,0,nan,nan,0,815992643
nan,nan,0,nan,nan,0,816000977
nan,nan,0,nan,nan,0,816009310
nan,nan,0,nan,nan,0,816017643
nan,nan,0,nan,nan,0,816025976
nan,nan,0,nan,nan,0,816034310
nan,nan,0,nan,nan,0,816042645
nan,nan,0,nan,nan,0,816050980
nan,nan,0,nan,nan,0,816059313
nan,nan,0,nan,nan,0,816067646
