ID,Set,ProductId,Visited,Highlighting,AOI,TFF,FPG,SPG,RFX,SFX,ODT
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 1,0,0,0,0,0,0
3,30,3,1,1,AoI 2,0,0,0,0,0,0
3,30,3,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 3,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
3,11,2,1,1,AoI 1,0,0,0,0,0,0
3,11,2,1,1,AoI 2,0,0,0,0,0,0
