RightPupilValidity,RightPupilDiameter,LeftPupilValidity,LeftPupilDiameter,RightGazePointValidity,RightGazePointOnDisplayAreaX,RightGazePointOnDisplayAreaY,RightGazePointInUserCoordinateSystemX,RightGazePointInUserCoordinateSystemY,RightGazePointInUserCoordinateSystemZ,LeftGazePointValidity,LeftGazePointOnDisplayAreaX,LeftGazePointOnDisplayAreaY,LeftGazePointInUserCoordinateSystemX,LeftGazePointInUserCoordinateSystemY,LeftGazePointInUserCoordinateSystemZ,RightGazeOriginValidity,RightGazeOriginInUserCoordinateSystemX,RightGazeOriginInUserCoordinateSystemY,RightGazeOriginInUserCoordinateSystemZ,RightGazeOriginInTrackboxCoordinateSystemX,RightGazeOriginInTrackboxCoordinateSystemY,RightGazeOriginInTrackboxCoordinateSystemZ,LeftGazeOriginValidity,LeftGazeOriginInUserCoordinateSystemX,LeftGazeOriginInUserCoordinateSystemY,LeftGazeOriginInUserCoordinateSystemZ,LeftGazeOriginInTrackboxCoordinateSystemX,LeftGazeOriginInTrackboxCoordinateSystemY,LeftGazeOriginInTrackboxCoordinateSystemZ,SystemTimestamp,DeviceTimestamp
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.6078033447265625,1,2.9945068359375,1,0.05782951042056084,0.6120848059654236,-151.36184692382812,78.82868194580078,18.049480438232422,1,0.060437485575675964,0.6913304328918457,-150.4624786376953,64.38359069824219,12.79194164276123,1,-6.557643890380859,-25.614336013793945,585.3369140625,0.516655683517456,0.5622080564498901,0.30923062562942505,1,-66.007568359375,-28.548511505126953,587.2986450195312,0.6543906927108765,0.5685951709747314,0.32153797149658203,603186136251,4042610613
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
1,2.611907958984375,1,2.9637298583984375,1,0.06433392316102982,0.6494002342224121,-149.11878967285156,72.0267333984375,15.573806762695312,1,0.06087397411465645,0.6783753633499146,-150.31195068359375,66.74507141113281,13.651444435119629,1,-6.566230773925781,-25.619674682617188,585.2801513671875,0.5166774392127991,0.5622234344482422,0.3091078996658325,1,-66.0479736328125,-28.564990997314453,587.5921020507812,0.6543967723846436,0.5686125159263611,0.3221825659275055,603186144585,4042618947
