LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.07492712885141373,0.7411437630653381,1,0.07776930928230286,0.6925711035728455,1,3537183433
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06442127376794815,0.7270466089248657,1,nan,nan,0,3537191766
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06274361163377762,0.7322075366973877,1,0.0720444917678833,0.6798639297485352,1,3537200099
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06591129302978516,0.7455089688301086,1,0.0879366472363472,0.7008373141288757,1,3537208433
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.06929155439138412,0.7460536956787109,1,0.07892728596925735,0.6860277056694031,1,3537216766
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.07460350543260574,0.7496780753135681,1,0.0835794061422348,0.6721425652503967,1,3537225100
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.059799596667289734,0.7347090840339661,1,0.08229058235883713,0.6780023574829102,1,3537233432
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.07176633924245834,0.7465097308158875,1,0.07646773755550385,0.6751629710197449,1,3537241766
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
0.0661894753575325,0.7359522581100464,1,0.07989498972892761,0.6975916624069214,1,3537250100
