LeftGazePointX,LeftGazePointY,LeftGazePointValidity,RightGazePointX,RightGazePointY,RightGazePointValidity,Timestamp
nan,nan,0,nan,nan,0,2068235975
nan,nan,0,nan,nan,0,2068244308
nan,nan,0,nan,nan,0,2068252641
nan,nan,0,nan,nan,0,2068260974
nan,nan,0,nan,nan,0,2068269307
nan,nan,0,nan,nan,0,2068277641
nan,nan,0,nan,nan,0,2068285974
nan,nan,0,nan,nan,0,2068294308
nan,nan,0,nan,nan,0,2068302641
nan,nan,0,nan,nan,0,2068311047
0.2760095000267029,0.2458360195159912,1,0.2649170458316803,0.22024771571159363,1,2068319453
0.27396607398986816,0.24173101782798767,1,0.26520422101020813,0.23031002283096313,1,2068327786
0.26549601554870605,0.23877061903476715,1,0.2690172493457794,0.23141974210739136,1,2068336125
0.27162039279937744,0.25502511858940125,1,0.26600900292396545,0.22928093373775482,1,2068344450
0.2683039605617523,0.24523985385894775,1,0.2671949565410614,0.22856944799423218,1,2068352784
nan,nan,0,nan,nan,0,2068361117
nan,nan,0,nan,nan,0,2068369450
nan,nan,0,nan,nan,0,2068377783
0.281125545501709,0.24078580737113953,1,0.2683633267879486,0.23754534125328064,1,2068386116
0.28068995475769043,0.255156934261322,1,0.2642157971858978,0.22629064321517944,1,2068394450
0.27749165892601013,0.2442159801721573,1,0.2659568786621094,0.22401458024978638,1,2068402783
0.27965864539146423,0.2542878985404968,1,0.2639443278312683,0.2177504599094391,1,2068411116
0.27691763639450073,0.2391514778137207,1,0.26265639066696167,0.2285800278186798,1,2068419450
0.2758300006389618,0.26084914803504944,1,0.2653239369392395,0.22240707278251648,1,2068427783
0.2770301103591919,0.2404567003250122,1,0.26727017760276794,0.22369052469730377,1,2068436116
0.27811768651008606,0.25735747814178467,1,0.26323267817497253,0.21765726804733276,1,2068444450
0.27638596296310425,0.2538526952266693,1,0.26513558626174927,0.23170997202396393,1,2068452783
0.2765553295612335,0.2567267119884491,1,0.2669249475002289,0.23118805885314941,1,2068461116
0.2744114100933075,0.2580716609954834,1,0.26540178060531616,0.22966597974300385,1,2068469450
0.26597651839256287,0.24086681008338928,1,0.26242291927337646,0.2234116941690445,1,2068477783
0.2814232110977173,0.23456284403800964,1,0.2625618278980255,0.22991737723350525,1,2068486116
0.27699342370033264,0.24775812029838562,1,0.26208579540252686,0.2252880334854126,1,2068494450
0.27389299869537354,0.24569983780384064,1,0.26700901985168457,0.23299147188663483,1,2068502783
0.2754477858543396,0.2757463753223419,1,0.2662123143672943,0.22866463661193848,1,2068511117
0.2768460214138031,0.27880215644836426,1,0.2619517147541046,0.23421524465084076,1,2068519450
0.2709423005580902,0.23695190250873566,1,0.269188791513443,0.2323792725801468,1,2068527783
0.2835031747817993,0.24297510087490082,1,0.2801283895969391,0.2256443351507187,1,2068536116
0.3074072003364563,0.24432413280010223,1,0.3003080189228058,0.20713301002979279,1,2068544450
0.3173827528953552,0.23459486663341522,1,0.3162475526332855,0.24910756945610046,1,2068552783
0.32192376255989075,0.25383222103118896,1,0.3182591199874878,0.25636976957321167,1,2068561117
0.32309025526046753,0.2502434551715851,1,0.31472381949424744,0.2511275112628937,1,2068569450
0.32507553696632385,0.2508040964603424,1,0.3117114305496216,0.24959295988082886,1,2068577783
0.32542678713798523,0.24534262716770172,1,0.31631532311439514,0.2482578158378601,1,2068586117
0.3260003626346588,0.2506508231163025,1,0.31680500507354736,0.24618999660015106,1,2068594449
0.32637694478034973,0.24907457828521729,1,0.31622034311294556,0.24958579242229462,1,2068602786
0.3213333189487457,0.23810389637947083,1,0.313235342502594,0.25862863659858704,1,2068611120
0.32452690601348877,0.25086885690689087,1,0.31154778599739075,0.25309672951698303,1,2068619452
0.3185060918331146,0.2401103377342224,1,0.31675997376441956,0.24870522320270538,1,2068627786
0.32078424096107483,0.2403109073638916,1,0.31247463822364807,0.24837635457515717,1,2068636120
0.3197806775569916,0.24696287512779236,1,0.3115343749523163,0.24647903442382812,1,2068644452
0.3248579502105713,0.2579382658004761,1,0.31591272354125977,0.23868508636951447,1,2068652786
0.32069242000579834,0.25651466846466064,1,0.3128771483898163,0.24056775867938995,1,2068661120
0.3193061053752899,0.2557195723056793,1,0.3120098412036896,0.23782102763652802,1,2068669453
0.3240742087364197,0.2553673982620239,1,0.3151185214519501,0.2452438324689865,1,2068677786
0.32587486505508423,0.26835933327674866,1,0.3152853846549988,0.25909295678138733,1,2068686120
0.3167823553085327,0.25613459944725037,1,0.31760740280151367,0.23966747522354126,1,2068694452
0.32144859433174133,0.24149107933044434,1,0.3125508725643158,0.24491244554519653,1,2068702786
0.33097565174102783,0.24581791460514069,1,0.32172954082489014,0.2393953800201416,1,2068711119
0.3513713777065277,0.23576420545578003,1,0.34181198477745056,0.24257279932498932,1,2068719452
0.3442084491252899,0.23410281538963318,1,0.33064115047454834,0.24891388416290283,1,2068727788
0.3510851263999939,0.23062764108181,1,0.3327111601829529,0.2494555562734604,1,2068736121
0.3467245101928711,0.2273113876581192,1,0.3370293080806732,0.24860535562038422,1,2068744455
0.34557268023490906,0.2431669533252716,1,0.33847931027412415,0.24050886929035187,1,2068752788
0.35092902183532715,0.23217201232910156,1,0.3329138159751892,0.246100053191185,1,2068761122
0.3468853533267975,0.22765640914440155,1,0.33288538455963135,0.24126379191875458,1,2068769455
0.3486654460430145,0.22105136513710022,1,0.3336482644081116,0.24138160049915314,1,2068777788
0.3514339029788971,0.22865021228790283,1,0.3358902037143707,0.2409653216600418,1,2068786122
0.35085541009902954,0.23765748739242554,1,0.33531656861305237,0.23846335709095,1,2068794454
0.34881821274757385,0.24755582213401794,1,0.33357831835746765,0.24314607679843903,1,2068802788
0.35024821758270264,0.2493293285369873,1,0.3395768105983734,0.24474921822547913,1,2068811121
0.3537364602088928,0.23794402182102203,1,0.3350377082824707,0.24095815420150757,1,2068819455
0.356801301240921,0.2425195872783661,1,0.3374570906162262,0.2349281907081604,1,2068827788
0.3523408770561218,0.24782636761665344,1,0.3314191699028015,0.23856070637702942,1,2068836122
0.3506767749786377,0.2466682344675064,1,0.3327421545982361,0.2405630648136139,1,2068844454
0.35078009963035583,0.23424097895622253,1,0.3420462906360626,0.2309764325618744,1,2068852788
0.3419049382209778,0.24457016587257385,1,0.3311316967010498,0.2484976351261139,1,2068861124
0.27510571479797363,0.2922663688659668,1,0.2793321907520294,0.26998355984687805,1,2068869458
0.22889210283756256,0.3939167857170105,1,0.21760991215705872,0.3493455946445465,1,2068877791
0.1800740510225296,0.4990285038948059,1,0.16941674053668976,0.38809967041015625,1,2068886124
0.16004246473312378,0.5583218336105347,1,0.1629546731710434,0.49597984552383423,1,2068894457
0.14504531025886536,0.6171954870223999,1,0.13746419548988342,0.5493434071540833,1,2068902791
0.14805099368095398,0.6471298933029175,1,0.13094103336334229,0.613445520401001,1,2068911133
0.1372833400964737,0.6222156286239624,1,0.1323481798171997,0.6101919412612915,1,2068919466
0.13832715153694153,0.6546014547348022,1,0.14047805964946747,0.6110895872116089,1,2068927799
0.1364990472793579,0.624602198600769,1,0.13154210150241852,0.5909167528152466,1,2068936132
0.1367707997560501,0.6477455496788025,1,0.13296706974506378,0.5961196422576904,1,2068944466
0.13823918998241425,0.6477499008178711,1,0.13106916844844818,0.5896304249763489,1,2068952800
0.13815656304359436,0.6457837224006653,1,0.1328725516796112,0.6105297207832336,1,2068961132
0.14100445806980133,0.6483374834060669,1,0.1312665045261383,0.5979122519493103,1,2068969466
0.14286047220230103,0.6302140951156616,1,0.13166050612926483,0.5851921439170837,1,2068977799
