13,1,2,52
27,5,2,40
10,4,2,47
15,3,2,42
7,2,1,55
32,1,3,50
24,3,0,44
8,3,3,46
29,1,3,40
35,1,1,52
21,4,2,51
3,5,1,28
36,4,0,49
31,4,2,55
38,5,3,37
9,5,1,47
28,4,3,51
4,1,1,42
6,4,1,53
12,1,2,52
11,5,3,42
23,3,0,48
22,4,1,51
25,4,0,30
34,1,0,48
17,2,2,56
1,5,3,48
2,3,0,26
16,2,1,47
20,1,0,42
39,2,0,44
30,3,2,45
19,1,1,50
14,1,3,48
5,4,0,37
40,3,3,49
33,5,1,55
18,3,3,50
37,1,2,48
26,2,0,11
0,4,0,41
